Time	Node	Event	ContentID	#Hops
1	repo_1	Hit_Event	62	1
251	repo_1	Hit_Event	3	1
501	repo_1	Hit_Event	755	1
751	repo_1	Hit_Event	647	1
1001	repo_1	Hit_Event	9728	1
1251	repo_1	Hit_Event	1240	1
1501	repo_1	Hit_Event	78	1
1751	repo_1	Hit_Event	336	1
2001	repo_1	Hit_Event	60	1
2251	repo_1	Hit_Event	1	1
2501	repo_1	Hit_Event	35	1
2751	repo_1	Hit_Event	2665	1
3001	repo_1	Hit_Event	958	1
3251	repo_1	Hit_Event	2	1
3501	repo_1	Hit_Event	13	1
3751	repo_1	Hit_Event	6367	1
4000	cache_0	Hit_Event	2	0
4250	cache_0	Hit_Event	1	0
4501	repo_1	Hit_Event	2604	1
4751	repo_1	Hit_Event	3699	1
5001	repo_1	Hit_Event	1494	1
5251	repo_1	Hit_Event	411	1
5501	repo_1	Hit_Event	1136	1
5751	repo_1	Hit_Event	24	1
6001	repo_1	Hit_Event	9226	1
6250	cache_0	Hit_Event	1	0
6501	repo_1	Hit_Event	14	1
6751	repo_1	Hit_Event	3400	1
7001	repo_1	Hit_Event	19	1
7251	repo_1	Hit_Event	6	1
7500	cache_0	Hit_Event	19	0
7751	repo_1	Hit_Event	1324	1
8000	cache_0	Hit_Event	1	0
8251	repo_1	Hit_Event	1598	1
8501	repo_1	Hit_Event	9566	1
8751	repo_1	Hit_Event	3782	1
9001	repo_1	Hit_Event	122	1
9251	repo_1	Hit_Event	266	1
9501	repo_1	Hit_Event	52	1
9750	cache_0	Hit_Event	1	0
10001	repo_1	Hit_Event	53	1
10251	repo_1	Hit_Event	238	1
10501	repo_1	Hit_Event	48	1
10751	repo_1	Hit_Event	4	1
11000	cache_0	Hit_Event	13	0
11250	cache_0	Hit_Event	1	0
11501	repo_1	Hit_Event	127	1
11751	repo_1	Hit_Event	360	1
12001	repo_1	Hit_Event	276	1
12251	repo_1	Hit_Event	5	1
12501	repo_1	Hit_Event	2846	1
12751	repo_1	Hit_Event	86	1
13001	repo_1	Hit_Event	41	1
13250	cache_0	Hit_Event	3	0
13500	cache_0	Hit_Event	1	0
13751	repo_1	Hit_Event	7	1
14001	repo_1	Hit_Event	17	1
14251	repo_1	Hit_Event	8	1
14501	repo_1	Hit_Event	1176	1
14751	repo_1	Hit_Event	1574	1
15001	repo_1	Hit_Event	6432	1
15251	repo_1	Hit_Event	140	1
15500	cache_0	Hit_Event	62	0
15751	repo_1	Hit_Event	93	1
16000	cache_0	Hit_Event	1	0
16251	repo_1	Hit_Event	2906	1
16501	repo_1	Hit_Event	1569	1
16751	repo_1	Hit_Event	159	1
17001	repo_1	Hit_Event	475	1
17250	cache_0	Hit_Event	1	0
17501	repo_1	Hit_Event	21	1
17751	repo_1	Hit_Event	523	1
18000	cache_0	Hit_Event	13	0
18251	repo_1	Hit_Event	4664	1
18501	repo_1	Hit_Event	7667	1
18750	cache_0	Hit_Event	3	0
19001	repo_1	Hit_Event	290	1
19250	cache_0	Hit_Event	3	0
19500	cache_0	Hit_Event	6	0
19750	cache_0	Hit_Event	1	0
20001	repo_1	Hit_Event	4779	1
20251	repo_1	Hit_Event	9	1
20501	repo_1	Hit_Event	67	1
20750	cache_0	Hit_Event	14	0
21001	repo_1	Hit_Event	1083	1
21251	repo_1	Hit_Event	166	1
21501	repo_1	Hit_Event	125	1
21751	repo_1	Hit_Event	151	1
22001	repo_1	Hit_Event	18	1
22251	repo_1	Hit_Event	3538	1
22500	cache_0	Hit_Event	1	0
22751	repo_1	Hit_Event	46	1
23001	repo_1	Hit_Event	45	1
23250	cache_0	Hit_Event	1	0
23500	cache_0	Hit_Event	3	0
23750	cache_0	Hit_Event	13	0
24000	cache_0	Hit_Event	5	0
24251	repo_1	Hit_Event	9768	1
24501	repo_1	Hit_Event	243	1
24750	cache_0	Hit_Event	14	0
25001	repo_1	Hit_Event	1257	1
25251	repo_1	Hit_Event	8049	1
25501	repo_1	Hit_Event	260	1
25750	cache_0	Hit_Event	8	0
26001	repo_1	Hit_Event	267	1
