Time	Node	Event	ContentID	#Hops
1	repo_1	Hit_Event	14	1
251	repo_1	Hit_Event	5	1
501	repo_1	Hit_Event	99	1
751	repo_1	Hit_Event	1	1
1000	cache_0	Hit_Event	1	0
1251	repo_1	Hit_Event	232	1
1501	repo_1	Hit_Event	86	1
1751	repo_1	Hit_Event	21	1
2000	cache_0	Hit_Event	1	0
2251	repo_1	Hit_Event	3537	1
2501	repo_1	Hit_Event	681	1
2751	repo_1	Hit_Event	30	1
3001	repo_1	Hit_Event	3	1
3251	repo_1	Hit_Event	29	1
3500	cache_0	Hit_Event	1	0
3750	cache_0	Hit_Event	1	0
4001	repo_1	Hit_Event	276	1
4251	repo_1	Hit_Event	13	1
4501	repo_1	Hit_Event	2125	1
4751	repo_1	Hit_Event	28	1
5000	cache_0	Hit_Event	1	0
5251	repo_1	Hit_Event	231	1
5501	repo_1	Hit_Event	552	1
5750	cache_0	Hit_Event	3	0
6001	repo_1	Hit_Event	31	1
6251	repo_1	Hit_Event	4007	1
6500	cache_0	Hit_Event	3	0
6751	repo_1	Hit_Event	1856	1
7001	repo_1	Hit_Event	1574	1
7250	cache_0	Hit_Event	1	0
7501	repo_1	Hit_Event	3712	1
7751	repo_1	Hit_Event	480	1
8001	repo_1	Hit_Event	505	1
8251	repo_1	Hit_Event	251	1
8501	repo_1	Hit_Event	2625	1
8751	repo_1	Hit_Event	4	1
9000	cache_0	Hit_Event	21	0
9251	repo_1	Hit_Event	478	1
9501	repo_1	Hit_Event	2188	1
9751	repo_1	Hit_Event	978	1
10001	repo_1	Hit_Event	5527	1
10251	repo_1	Hit_Event	185	1
10500	cache_0	Hit_Event	4	0
10750	cache_0	Hit_Event	3	0
11001	repo_1	Hit_Event	5193	1
11251	repo_1	Hit_Event	87	1
11501	repo_1	Hit_Event	15	1
11750	cache_0	Hit_Event	3	0
12000	cache_0	Hit_Event	1	0
12250	cache_0	Hit_Event	1	0
12501	repo_1	Hit_Event	2	1
12751	repo_1	Hit_Event	442	1
13001	repo_1	Hit_Event	4716	1
13251	repo_1	Hit_Event	695	1
13501	repo_1	Hit_Event	2730	1
13750	cache_0	Hit_Event	1	0
14000	cache_0	Hit_Event	1	0
14251	repo_1	Hit_Event	26	1
14501	repo_1	Hit_Event	183	1
14751	repo_1	Hit_Event	440	1
15001	repo_1	Hit_Event	7639	1
15251	repo_1	Hit_Event	54	1
15501	repo_1	Hit_Event	606	1
15750	cache_0	Hit_Event	2	0
16001	repo_1	Hit_Event	5631	1
16250	cache_0	Hit_Event	3	0
16501	repo_1	Hit_Event	660	1
16751	repo_1	Hit_Event	2829	1
17001	repo_1	Hit_Event	47	1
17250	cache_0	Hit_Event	1	0
17501	repo_1	Hit_Event	115	1
17751	repo_1	Hit_Event	20	1
18000	cache_0	Hit_Event	1	0
18251	repo_1	Hit_Event	3241	1
18501	repo_1	Hit_Event	10	1
18751	repo_1	Hit_Event	59	1
19001	repo_1	Hit_Event	56	1
19250	cache_0	Hit_Event	1	0
19501	repo_1	Hit_Event	289	1
19750	cache_0	Hit_Event	2	0
20000	cache_0	Hit_Event	1	0
20251	repo_1	Hit_Event	1435	1
20500	cache_0	Hit_Event	3	0
20750	cache_0	Hit_Event	13	0
21001	repo_1	Hit_Event	1097	1
21251	repo_1	Hit_Event	24	1
21501	repo_1	Hit_Event	46	1
21751	repo_1	Hit_Event	45	1
22001	repo_1	Hit_Event	23	1
22251	repo_1	Hit_Event	167	1
22501	repo_1	Hit_Event	12	1
22751	repo_1	Hit_Event	810	1
23000	cache_0	Hit_Event	2	0
